,team_nusers,team_degree,team_degree_centrality,team_betweenness_centrality,team_closeness_centrality,team_eigenvector_centrality,team_pagerank,team_avg_users_nshot,team_avg_users_in_degree,team_avg_users_out_degree,team_avg_users_rank,team_avg_users_diversity,team_avg_users_nskills,team_avg_users_nfollowers,team_avg_users_nfollowings,team_avg_users_avg_shots_ranking,team_avg_users_avg_shots_ntags,team_avg_users_avg_shots_ncomments,team_avg_users_avg_shots_nlikes,team_avg_users_avg_shots_nviews,team_avg_users_avg_shots_diversity
444,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,13.000000,9.000000,9.000000,0.000000,0.000000,0.000000,52.000000,27.000000,0.002170,0.301775,0.047337,1.502959,25.005917,0.033360
445,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,5.000000,2.000000,30.000000,0.000000,0.335321,5.000000,20.000000,56.000000,0.012987,1.840000,0.240000,4.320000,118.120000,0.118167
446,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,31.000000,10.000000,79.000000,0.000000,0.000000,0.000000,75.000000,203.000000,0.000347,0.105099,0.029136,0.276795,5.656608,0.002637
447,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,15.555556,9.333333,15.666667,0.152778,0.471943,2.000000,72.333333,36.888889,0.007375,0.243730,0.060989,0.986851,19.507204,0.015120
448,2,0,0.000000,0.000000,0.000000,0.000000,0.000091,3.750000,3.000000,7.750000,0.031250,0.249316,2.000000,10.750000,13.500000,0.021848,0.299426,0.060348,1.249043,17.076690,0.022501
449,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,10.000000,7.000000,8.000000,0.000000,0.000000,0.000000,18.000000,13.000000,0.010651,0.780000,0.020000,0.960000,35.500000,0.041234
450,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,8.111111,4.333333,8.222222,0.033333,0.163080,1.111111,24.666667,19.777778,0.001028,0.490928,0.337157,1.517210,36.168623,0.030435
451,8,3,0.000739,0.000339,0.020735,0.000543,0.000725,4.562500,30.296875,14.031250,0.036719,0.189163,0.875000,205.203125,31.765625,0.004812,0.319133,0.263907,7.867278,137.884571,0.034606
452,2,0,0.000000,0.000000,0.000000,0.000000,0.000091,4.500000,2.500000,28.250000,0.350000,0.636753,1.750000,23.500000,156.750000,0.003777,0.286332,0.520761,9.977509,131.136678,0.058472
453,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,1.777778,0.777778,7.666667,0.123810,0.721637,2.888889,3.222222,12.444444,0.028166,2.070295,2.007937,19.856009,161.397959,0.147068
454,2,1,0.000246,0.000000,0.000329,0.000000,0.000472,22.000000,8.250000,26.000000,0.000000,0.000000,0.000000,43.000000,68.750000,0.000925,0.064415,0.011126,0.355111,8.068083,0.003513
455,2,0,0.000000,0.000000,0.000000,0.000000,0.000091,1.500000,2.000000,1.000000,0.107143,0.497116,1.750000,3.500000,3.500000,0.101386,2.690000,0.570000,12.490000,366.260000,0.410289
456,2,0,0.000000,0.000000,0.000000,0.000000,0.000091,7.250000,4.250000,13.750000,0.195833,1.367181,5.500000,18.000000,35.000000,0.010888,0.204812,0.034827,0.707626,13.177567,0.027988
457,6,0,0.000000,0.000000,0.000000,0.000000,0.000091,5.083333,2.000000,6.416667,0.103142,0.247684,0.777778,18.527778,14.833333,0.002688,0.064264,0.024295,0.269629,4.385995,0.005599
458,2,0,0.000000,0.000000,0.000000,0.000000,0.000091,114.250000,115.250000,30.750000,0.125000,0.326023,1.500000,905.250000,124.500000,0.000868,0.044683,0.005401,0.165731,3.099058,0.002260
459,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,2.111111,4.777778,6.333333,0.030303,0.406254,1.777778,24.666667,13.555556,0.002336,0.379501,0.078549,1.013039,43.054626,0.010435
460,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,3.000000,9.000000,16.000000,0.000000,0.000000,0.000000,42.000000,40.000000,0.036243,3.222222,0.888889,10.888889,464.777778,0.263556
461,13,0,0.000000,0.000000,0.000000,0.000000,0.000091,5.449704,2.662722,7.390533,0.012561,0.066725,0.349112,17.177515,19.142012,0.000464,0.015359,0.003180,0.041916,0.717318,0.001072
462,2,0,0.000000,0.000000,0.000000,0.000000,0.000091,3.000000,1.250000,18.250000,0.000000,0.000000,0.000000,8.500000,38.000000,0.007269,1.417500,0.155000,1.602500,24.490000,0.032520
463,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,12.000000,7.000000,69.000000,0.200000,0.416957,5.000000,53.000000,220.000000,0.018750,0.256944,0.111111,2.611111,35.597222,0.027618
464,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,5.000000,2.000000,18.000000,0.300000,2.031173,10.000000,19.000000,29.000000,0.066667,1.440000,0.000000,1.960000,45.560000,0.201417
